0002,2,0,1,[1.0;0.5;0.5;0.;1.;0.;0.;0.;0.;0.;1.;0.],0
0002,2,0,3,[0.3333333333333333;0.5;1.0;0.;1.;1.;0.;0.;0.;0.;1.;0.],0
0002,2,0,4,[0.25;0.5;0.5;0.;1.;1.;0.;0.;0.;0.;1.;0.],0
0002,2,1,3,[0.3333333333333333;0.5;1.0;0.;1.;0.;0.;0.;0.;0.;0.;0.],0
0002,2,1,4,[0.25;0.5;0.5;0.;1.;0.;0.;0.;0.;0.;1.;0.],0
0002,2,3,4,[1.0;1.0;0.5;0.;1.;0.;0.;1.;1.;0.;1.;0.],1
0030,14,1,10,[0.125;0.09090909090909091;0.3333333333333333;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,1,11,[0.125;0.09090909090909091;0.3333333333333333;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,1,12,[0.1111111111111111;0.09090909090909091;0.5;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,1,13,[0.1111111111111111;0.09090909090909091;0.5;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,1,15,[0.09090909090909091;0.09090909090909091;1.0;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,1,2,[1.0;0.09090909090909091;0.1;0.;0.;0.;0.;0.;0.;1.;0.;0.],0
0030,14,10,11,[1.0;0.3333333333333333;0.3333333333333333;0.;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,14,10,12,[1.0;0.3333333333333333;0.5;0.;0.;0.;0.;0.;0.;1.;0.;0.],0
0030,14,10,13,[1.0;0.3333333333333333;0.5;0.;0.;0.;0.;0.;0.;1.;0.;0.],0
0030,14,10,15,[0.3333333333333333;0.3333333333333333;1.0;0.;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,14,10,2,[0.14285714285714285;0.3333333333333333;0.1;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,11,12,[1.0;0.3333333333333333;0.5;0.;0.;0.;0.;0.;0.;1.;0.;0.],0
0030,14,11,13,[1.0;0.3333333333333333;0.5;0.;0.;0.;0.;0.;0.;1.;0.;0.],0
0030,14,11,15,[0.3333333333333333;0.3333333333333333;1.0;0.;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,14,11,2,[0.14285714285714285;0.3333333333333333;0.1;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,12,13,[1.0;0.5;0.5;0.;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,14,12,15,[0.5;0.5;1.0;0.;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,14,12,2,[0.125;0.5;0.1;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,13,15,[0.5;0.5;1.0;0.;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,14,13,2,[0.125;0.5;0.1;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,15,2,[0.1;1.0;0.1;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,1,4,[0.3333333333333333;0.09090909090909091;0.125;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,1,17,[0.07692307692307693;0.09090909090909091;0.5;0.;0.;0.;1.;0.;0.;0.;1.;0.],0
0030,14,1,6,[0.2;0.09090909090909091;0.16666666666666666;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,1,8,[0.14285714285714285;0.09090909090909091;0.25;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,10,4,[0.2;0.3333333333333333;0.125;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,10,17,[0.2;0.3333333333333333;0.5;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,10,6,[0.3333333333333333;0.3333333333333333;0.16666666666666666;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,10,8,[1.0;0.3333333333333333;0.25;0.;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,14,11,4,[0.2;0.3333333333333333;0.125;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,11,17,[0.2;0.3333333333333333;0.5;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,11,6,[0.3333333333333333;0.3333333333333333;0.16666666666666666;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,11,8,[1.0;0.3333333333333333;0.25;0.;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,14,12,4,[0.16666666666666666;0.5;0.125;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,12,17,[0.25;0.5;0.5;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,12,6,[0.25;0.5;0.16666666666666666;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,12,8,[0.5;0.5;0.25;0.;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,14,13,4,[0.16666666666666666;0.5;0.125;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,13,17,[0.25;0.5;0.5;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,13,6,[0.25;0.5;0.16666666666666666;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,13,8,[0.5;0.5;0.25;0.;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,14,15,4,[0.125;1.0;0.125;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,15,17,[0.5;1.0;0.5;0.;1.;0.;0.;1.;1.;0.;1.;0.],0
0030,14,15,6,[0.16666666666666666;1.0;0.16666666666666666;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,15,8,[0.25;1.0;0.25;0.;0.;0.;0.;0.;0.;0.;0.;0.],0
0030,14,2,4,[0.5;0.1;0.125;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,2,17,[0.08333333333333333;0.1;0.5;0.;0.;0.;1.;0.;0.;0.;1.;0.],0
0030,14,2,6,[0.25;0.1;0.16666666666666666;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0030,14,2,8,[0.16666666666666666;0.1;0.25;0.;0.;0.;0.;0.;0.;0.;1.;0.],0
0048,5,3,6,[0.3333333333333333;0.5;1.0;0.;1.;0.;0.;0.;0.;1.;0.;0.],1
0048,5,3,4,[1.0;0.5;1.0;0.;1.;0.;0.;0.;0.;1.;0.;0.],0
0048,5,6,4,[0.5;1.0;1.0;0.;1.;0.;0.;0.;0.;1.;0.;0.],0
0058,3,1,2,[1.0;1.0;1.0;0.;1.;0.;0.;0.;0.;0.;0.;0.],0
0058,3,1,4,[0.5;1.0;1.0;0.;1.;0.;0.;0.;0.;0.;0.;0.],0
0058,3,1,5,[0.3333333333333333;1.0;0.5;0.;1.;0.;0.;0.;0.;0.;0.;0.],0
0058,3,1,6,[0.25;1.0;0.3333333333333333;0.;1.;0.;0.;0.;0.;0.;1.;0.],0
0058,3,2,4,[0.5;1.0;1.0;0.;1.;0.;0.;0.;0.;0.;0.;0.],0
0058,3,2,5,[0.3333333333333333;1.0;0.5;0.;1.;0.;0.;0.;0.;0.;0.;0.],0
0058,3,2,6,[0.25;1.0;0.3333333333333333;0.;1.;0.;0.;0.;0.;0.;1.;0.],0
0058,3,4,5,[1.0;1.0;0.5;0.;1.;0.;0.;0.;1.;0.;0.;0.],1
0058,3,4,6,[0.5;1.0;0.3333333333333333;0.;1.;0.;0.;0.;1.;0.;1.;0.],0
