0030,9,4,17,[0.1;0.2;0.2;0.;0.;0.;0.;0.],0
0030,9,4,6,[0.5;0.2;0.3333333333333333;0.;0.;0.;0.;1.],0
0030,9,4,8,[0.25;0.2;1.0;0.;0.;0.;0.;0.],0
0030,9,17,6,[0.125;0.2;0.3333333333333333;0.;0.;0.;0.;0.],0
0030,9,17,8,[0.16666666666666666;0.2;1.0;0.;0.;0.;0.;0.],0
0030,9,6,8,[0.5;0.3333333333333333;1.0;0.;0.;0.;0.;0.],0
0030,9,4,0,[0.25;0.2;0.1111111111111111;0.;0.;0.;0.;0.],0
0030,9,4,16,[0.1111111111111111;0.2;0.25;0.;0.;0.;0.;0.],0
0030,9,4,7,[0.3333333333333333;0.2;0.5;0.;0.;0.;0.;0.],0
0030,9,17,0,[0.07142857142857142;0.2;0.1111111111111111;0.;0.;1.;1.;0.],0
0030,9,17,16,[1.0;0.2;0.25;0.;0.;0.;0.;0.],0
0030,9,17,7,[0.14285714285714285;0.2;0.5;0.;0.;0.;0.;0.],0
0030,9,6,0,[0.16666666666666666;0.3333333333333333;0.1111111111111111;0.;0.;0.;0.;0.],0
0030,9,6,16,[0.14285714285714285;0.3333333333333333;0.25;0.;0.;0.;0.;0.],0
0030,9,6,7,[1.0;0.3333333333333333;0.5;0.;0.;0.;0.;0.],0
0030,9,8,0,[0.125;1.0;0.1111111111111111;0.;0.;0.;0.;0.],0
0030,9,8,16,[0.2;1.0;0.25;0.;0.;0.;0.;0.],0
0030,9,8,7,[1.0;1.0;0.5;0.;0.;0.;0.;0.],1
0038,2,3,1,[0.5;1.0;1.0;0.;1.;0.;0.;1.],1
0040,7,4,9,[0.2;0.3333333333333333;0.5;0.;0.;0.;0.;0.],0
0040,10,4,9,[0.2;0.16666666666666666;1.0;1.;0.;0.;0.;0.],0
0040,7,4,0,[0.25;0.3333333333333333;0.14285714285714285;0.;0.;0.;0.;0.],0
0040,7,4,8,[0.25;0.3333333333333333;1.0;0.;1.;0.;0.;1.],1
0040,7,4,11,[0.14285714285714285;0.3333333333333333;0.25;1.;0.;1.;1.;0.],0
0040,7,9,0,[0.1111111111111111;0.5;0.14285714285714285;0.;0.;1.;1.;0.],0
0040,7,9,8,[1.0;0.5;1.0;0.;0.;0.;0.;0.],0
0040,7,9,11,[0.5;0.5;0.25;1.;0.;0.;0.;1.],0
0040,10,4,0,[0.25;0.16666666666666666;0.1;1.;0.;0.;0.;0.],0
0040,10,4,8,[0.25;0.16666666666666666;0.5;1.;0.;0.;0.;1.],0
0040,10,4,11,[0.14285714285714285;0.16666666666666666;1.0;1.;0.;1.;1.;0.],0
0040,10,9,0,[0.1111111111111111;1.0;0.1;1.;0.;1.;1.;0.],0
0040,10,9,8,[1.0;1.0;0.5;0.;0.;0.;0.;0.],0
0040,10,9,11,[0.5;1.0;1.0;0.;1.;0.;0.;1.],1
0042,6,7,1,[0.25;1.0;0.25;0.;0.;0.;0.;0.],0
0042,6,7,8,[1.0;1.0;1.0;0.;1.;0.;0.;0.],1
0042,10,7,1,[0.25;0.25;0.125;1.;0.;0.;0.;0.],0
0042,10,7,8,[1.0;0.25;0.3333333333333333;0.;0.;0.;0.;0.],0
0086,3,1,4,[0.3333333333333333;0.5;1.0;0.;1.;0.;0.;0.],0
0086,3,1,5,[0.25;0.5;0.5;0.;1.;0.;0.;0.],0
0086,3,1,7,[0.16666666666666666;0.5;0.25;0.;1.;0.;0.;1.],0
0086,3,4,5,[1.0;1.0;0.5;0.;1.;0.;0.;0.],1
0086,3,4,7,[0.3333333333333333;1.0;0.25;0.;1.;0.;0.;1.],0
0086,3,5,7,[0.5;0.5;0.25;0.;1.;0.;0.;1.],0
0164,1,0,2,[0.5;1.0;1.0;0.;1.;0.;0.;1.],1
0164,1,0,4,[0.25;1.0;0.3333333333333333;0.;1.;1.;0.;1.],0
0164,1,0,5,[0.2;1.0;0.25;0.;1.;1.;0.;1.],0
0164,1,2,4,[0.5;1.0;0.3333333333333333;0.;1.;0.;0.;0.],0
0164,1,2,5,[0.3333333333333333;1.0;0.25;0.;1.;0.;0.;0.],0
0164,1,4,5,[1.0;0.3333333333333333;0.25;0.;1.;0.;0.;0.],0
0182,4,5,6,[1.0;1.0;1.0;0.;1.;0.;0.;0.],1
0182,4,5,10,[0.3333333333333333;1.0;0.25;1.;1.;1.;1.;1.],0
0182,4,5,11,[0.3333333333333333;1.0;0.25;1.;1.;1.;1.;1.],0
0182,4,6,10,[0.3333333333333333;1.0;0.25;1.;1.;0.;0.;1.],0
0182,4,6,11,[0.3333333333333333;1.0;0.25;1.;1.;1.;1.;1.],0
0182,4,10,11,[1.0;0.25;0.25;1.;1.;0.;0.;0.],0
0182,9,5,6,[1.0;0.25;0.25;0.;1.;0.;0.;0.],0
0182,9,5,10,[0.3333333333333333;0.25;1.0;0.;1.;1.;1.;1.],0
0182,9,5,11,[0.3333333333333333;0.25;1.0;0.;1.;1.;1.;1.],0
0182,9,6,10,[0.3333333333333333;0.25;1.0;0.;1.;0.;0.;1.],0
0182,9,6,11,[0.3333333333333333;0.25;1.0;0.;1.;1.;1.;1.],0
0182,9,10,11,[1.0;1.0;1.0;0.;1.;0.;0.;0.],1
0182,4,5,1,[0.3333333333333333;1.0;0.5;0.;1.;0.;0.;1.],0
0182,4,6,1,[0.3333333333333333;1.0;0.5;0.;1.;0.;1.;1.],0
0182,4,10,1,[0.16666666666666666;0.25;0.5;1.;1.;0.;1.;1.],0
0182,4,11,1,[0.16666666666666666;0.25;0.5;1.;1.;0.;1.;1.],0
0182,9,5,1,[0.3333333333333333;0.25;0.14285714285714285;1.;1.;0.;0.;1.],0
0182,9,6,1,[0.3333333333333333;0.25;0.14285714285714285;1.;1.;0.;1.;1.],0
0182,9,10,1,[0.16666666666666666;1.0;0.14285714285714285;1.;1.;0.;1.;1.],0
0182,9,11,1,[0.16666666666666666;1.0;0.14285714285714285;1.;1.;0.;1.;1.],0
